label,Type,messages
ham,,How would my ip address test that considering my computer isn't a minecraft server
spam,Free_Service_Scam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
spam,Subscription_Scam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
ham,,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
spam,Prize_Lottery_Scam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
spam,Prize_Lottery_Scam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
spam,Subscription_Scam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
spam,Subscription_Scam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16"
spam,Prize_Lottery_Scam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
ham,,"Usf I guess, might as well take 1 car"
ham,,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
spam,Other_Spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
ham,,But i'll b going 2 sch on mon. My sis need 2 take smth.
ham,,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
spam,Prize_Lottery_Scam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,,Dear we got  &lt;#&gt;  dollars hi hi
spam,Extortion,"1. We have video evidence of you visiting explicit websites, along with your full name, home address, and phone number. If you don’t transfer $1,200 in Bitcoin within 48 hours, we will send the video to your contacts.

2. Your name appears in a criminal investigation by the RCMP. To avoid arrest, you must respond to this email and pay the fine using cryptocurrency immediately.

3. I was hired to eliminate you, but I’m willing to call off the contract if you send me $5,000 in Bitcoin. If you don’t reply, I will proceed with my mission."
spam,Subscription_Scam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
spam,Free_Service_Scam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
spam,Prize_Lottery_Scam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,,Loosu go to hospital. De dont let it careless.
spam,Low interest rate offers,"1. ""Credit card interest reduction approved! Lower your rate to 2.9%. Provide your SIN, DOB, and card details to activate. One-time $199 processing fee required.""

2. ""Final notice: You qualify for 1.5% line of credit rate. Send mother's maiden name and banking info to secure offer. $149 activation fee applies.""

3. ""Exclusive offer: Reduce all credit card rates to 3.9%. Need your SIN and card numbers to process. Pay $250 service fee to start savings.""

4. ""Interest rate relief available! Drop payments by 60%. Provide DOB, SIN, and account details. $175 one-time fee for rate reduction service.""

5. ""Pre-approved for 2.5% credit rate! Send card info and mother's maiden name to qualify. $299 processing fee required for activation."""
ham,,Is xy going 4 e lunch?
spam,Prize_Lottery_Scam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
spam,Prize_Lottery_Scam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
spam,Contact_Service_Scam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
ham,,What happen dear tell me
ham,,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
ham,,Ok.. ÌÏ finishing soon?
spam,Free_Service_Scam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870."
spam,Subscription_Scam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
spam,Other_Spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
spam,Subscription_Scam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
spam,Prize_Lottery_Scam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
ham,,"Ask g or iouri, I've told the story like ten times already"
spam,Prize_Lottery_Scam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,,You were supposed to wake ME up &gt;:(
spam,Subscription_Scam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more
ham,,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
spam,Contact_Service_Scam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
spam,Free_Service_Scam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16
spam,Contact_Service_Scam,You have 1 new voicemail. Please call 08719181503
spam,Prize_Lottery_Scam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award
spam,Prize_Lottery_Scam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
ham,,Ok that's great thanx a lot.
ham,,Its too late:)but its k.wish you the same.
spam,Contact_Service_Scam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
ham,,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
ham,,Hahaha..use your brain dear
spam,Contact_Service_Scam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
ham,,Guessin you ain't gonna be here before 9?
ham,,i am going to bed now prin
spam,Prize_Lottery_Scam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
ham,,"If e timing can, then i go w u lor..."
ham,,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
spam,Free_Service_Scam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each"
spam,Free_Service_Scam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
spam,Prize_Lottery_Scam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
spam,Marketing_Link_Scam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
ham,,Wanna do some art?! :D
ham,,Well. Balls. Time to make calls
spam,Subscription_Scam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
ham,,Nite...
spam,Prize_Lottery_Scam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
ham,,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
ham,,Okay but i thought you were the expert
ham,,If india win or level series means this is record:)
ham,,Sorry about that this is my mates phone and i didnt write it love Kate
spam,Financial_Scam,PRIVATE! Your 2003 Account Statement for 078
spam,Prize_Lottery_Scam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
spam,Prize_Lottery_Scam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
spam,Prize_Lottery_Scam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham,,Have you finished work yet? :)
spam,Subscription_Scam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
spam,Prize_Lottery_Scam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
ham,,Bring home some Wendy =D
ham,,But i juz remembered i gotta bathe my dog today..
spam,Prize_Lottery_Scam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
ham,,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave...
spam,Prize_Lottery_Scam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+"
spam,Prize_Lottery_Scam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,,"Sorry, I'll call later"
ham,,Yes princess! I want to make you happy...
spam,Free_Service_Scam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
spam,Contact_Service_Scam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
ham,,Also maaaan are you missing out
spam,Air duct cleaning,"1. Special offer this week only! Air duct cleaning for just $39.99 — limited spots available. Call now to book your appointment!        
2. Your furnace may be leaking carbon monoxide. Our technicians are in your area today — only $49 for a full inspection. Act fast.        
3. We’re offering boiler tune-up and cleaning for $29. Limited-time deal. Book before midnight to secure your spot."
spam,Contact_Service_Scam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
ham,,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
ham,,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
spam,Prize_Lottery_Scam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
spam,Subscription_Scam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
spam,Contact_Service_Scam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
spam,Prize_Lottery_Scam,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
ham,,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
ham,,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
spam,Bomb threat,"1. I am a hired assassin. A bomb has been placed in your office. Pay $10,000 in Bitcoin within 24 hours or everyone dies.                 
2. There is an explosive in your building. You have 12 hours to transfer $8,000 in BTC or the mission will be completed. No police.
3. We’ve planted a bomb under your store. Send 1.5 BTC to the address below or we detonate. This is your only warning."
ham,,Then get some cash together and I'll text jason
ham,,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
spam,Free_Service_Scam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
spam,Free_Service_Scam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
ham,,Good Morning plz call me sir
spam,Other_Spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!"""
spam,Prize_Lottery_Scam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,,Lol its ok I didn't remember til last nite
spam,Prize_Lottery_Scam,Money i have won wining number 946 wot do i do next
ham,,Yes baby! We can study all the positions of the kama sutra ;)
ham,,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
spam,Free_Service_Scam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
spam,Free_Service_Scam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
ham,,Cuz ibored. And don wanna study
spam,Contact_Service_Scam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
ham,,Ok.
ham,,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
ham,,"sorry, no, have got few things to do. may be in pub later."
ham,,Just buy a pizza. Meat lovers or supreme. U get to pick.
ham,,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
spam,Adult_Content_Scam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,,I emailed yifeng my part oredi.. Can Ì_ get it fr him..
ham,,Ok pa. Nothing problem:-)
ham,,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
spam,Contact_Service_Scam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
spam,Prize_Lottery_Scam,Win a å£1000 cash prize or a prize worth å£5000
ham,,Lol enjoy role playing much?
ham,,Ok set let u noe e details later...
spam,Free_Service_Scam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876"
ham,,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
ham,,"Hmm well, night night "
ham,,Double eviction this week - Spiral and Michael and good riddance to them!
ham,,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
spam,Sim card swap,"Your phone number will be deactivated in 24h due to a device change request. If you DID NOT request this, please verify your identity here: secure-update-phone.info"
spam,Subscription_Scam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL
ham,,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
spam,Prize_Lottery_Scam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
ham,,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
spam,Prize_Lottery_Scam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
spam,Contact_Service_Scam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
spam,Other_Spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
ham,,"Vikky, come around  &lt;TIME&gt; .."
spam,Prize_Lottery_Scam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,,K...k...when will you give treat?
spam,Subscription_Scam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
ham,,How much i gave to you. Morning.
ham,,Haf u eaten? Wat time u wan me 2 come?
spam,Prize_Lottery_Scam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
ham,,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,,So when do you wanna gym?
ham,,"see you then, we're all christmassy here!"
spam,Fake Business Proposals,"1. Dear Friend, I am a lawyer representing a deceased client who shares your last name. His estate worth $8.2M is unclaimed. Kindly reply to help transfer the funds.	
2. I am Mr. Suleiman from Nigeria. I need your assistance to move $12 million in oil funds to Canada. You will receive 30% for your help. Strictly confidential.	
3. We are seeking a Canadian partner to assist in transferring gold bars out of Iraq. Your name was recommended. Payment of $1,500 is required to initiate the process."
spam,Prize_Lottery_Scam,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870
ham,,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,,"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
spam,Prize_Lottery_Scam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
spam,Subscription_Scam,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
ham,,WHO ARE YOU SEEING?
spam,Prize_Lottery_Scam,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"""
spam,Prize_Lottery_Scam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow
ham,,Can you open the door?
ham,,What is the plural of the noun research?
spam,Prize_Lottery_Scam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
ham,,I cant pick the phone right now. Pls send a message
ham,,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,,ÌÏ ready then call me...
spam,Adult_Content_Scam,Adult 18 Content Your video will be with you shortly
spam,Free_Service_Scam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
ham,,I always chat with you. In fact i need money can you raise me?
spam,Subscription_Scam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X"
ham,,Dude just saw a parked car with its sunroof popped up. Sux
spam,Subscription_Scam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
ham,,"Dizzamn, aight I'll ask my suitemates when I get back"
ham,,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
spam,Subscription_Scam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
ham,,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,,"They can try! They can get lost, in fact. Tee hee"
spam,Other_Spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
spam,Other_Spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
spam,Contact_Service_Scam,You have an important customer service announcement from PREMIER.
ham,,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
spam,Contact_Service_Scam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...
ham,,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
ham,,"Aight, we'll head out in a few"
ham,,Tell rob to mack his gf in the theater
ham,,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!
spam,Explicit video,"1. I hacked your webcam while you were watching adult videos. I recorded everything. Send 0.5 BTC within 48 hours or the footage goes to all your contacts.       
2. Your password is “musiclover123” — proof I’ve hacked your device. I have a video of you from your webcam. Pay $700 in Bitcoin or it will be published.     
3. I have full access to your computer and contacts. A private video of you was recorded. Send $1,000 in crypto to avoid global embarrassment."
spam,Free_Service_Scam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
spam,Prize_Lottery_Scam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\"""""
ham,,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
ham,,Ok i'm coming home now.
spam,Free_Service_Scam,85233 FREE>Ringtone!Reply REAL
ham,,Wot is u up 2 then bitch?
spam,Prize_Lottery_Scam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription
spam,Free_Service_Scam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
spam,Other_Spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
ham,,Some of them told accenture is not confirm. Is it true.
ham,,:)
ham,,K:)k:)what are detail you want to transfer?acc no enough?
ham,,S...i will take mokka players only:)
ham,,No need to buy lunch for me.. I eat maggi mee..
ham,,If we win its really no 1 side for long time.
ham,,K..i deleted my contact that why?
ham,,Y de asking like this.
ham,,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
spam,Free_Service_Scam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
spam,Prize_Lottery_Scam,"This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,,I will see in half an hour
spam,Other_Spam,3. You have received your mobile content. Enjoy
ham,,"Alright, we're all set here, text the man"
spam,Pump and dump,HOT STOCK TIP! $XTNX is about to skyrocket! Buy now before it hits $5.00! Limited time. Reply “YES” to receive free investor pack.
spam,Free_Service_Scam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,,Juz go google n search 4 qet...
ham,,I HAVE A DATE ON SUNDAY WITH WILL!!
spam,Prize_Lottery_Scam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
ham,,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
spam,Subscription_Scam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
spam,Contact_Service_Scam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
ham,,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham,,Very hurting n meaningful lines ever: \I compromised everything for my love
ham,,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,,Which channel:-):-):):-).
spam,Free_Service_Scam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,,Mum ask Ì_ to buy food home...
spam,Contact_Service_Scam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
spam,Prize_Lottery_Scam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
spam,Charity and donation,"1. Urgent! Please donate now to help victims of the Ukraine crisis. We accept Bitcoin or e-transfers. Every second counts—act fast!

2. Hello, we’re collecting emergency donations for a religious mission. Can we count on your $100 gift today? It’s tax deductible—just send via crypto.

3. Our international charity is raising funds for displaced families. Please send your contribution immediately to qualify for our match program."
spam,Subscription_Scam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
spam,Prize_Lottery_Scam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone
ham,,I'll probably be by tomorrow (or even later tonight if something's going on)
ham,,"Sir, i am waiting for your call, once free please call me."
ham,,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,,"That's good, because I need drugs"
ham,,Lol no. U can trust me.
spam,Prize_Lottery_Scam,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+å£1.50perWKsub
spam,Prize_Lottery_Scam,Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
spam,The pump and dump,"1. ""URGENT: Insider tip! ABC Mining stock about to explode 500%. Trading at $0.15, going to $3.00 next week. Buy now before news breaks!""

2. ""HOT STOCK ALERT: XYZ BioTech penny stock ready to skyrocket! Just $0.08 per share, analyst predicts $2.50. Limited time opportunity!""

3. ""BREAKING: DEF Energy stock about to announce major oil discovery! Currently $0.25, expected to hit $5.00. Buy maximum shares immediately!"""
ham,,That one week leave i put know that time. Why.
ham,,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
ham,,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
spam,Free_Service_Scam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
ham,,Watching telugu movie..wat abt u?
spam,Free_Service_Scam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,,PS U no ur a grown up now right?
ham,,"I can't, I don't have her number!"
